"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment"
"01/20/2026 20:37:47:932 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","initial-number-sheep","initial-number-wolves","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","grass_remaining"
"312","50","50","9","19","100","23","78.66205305651673"
"304","50","50","9","19","80","198","71.74163783160323"
"305","50","50","9","19","80","185","92.81045751633987"
"313","50","50","9","19","100","16","90.81122645136486"
"312","50","50","9","19","100","24","77.89311803152634"
"311","50","50","9","19","100","49","74.89427143406382"
"309","50","50","9","19","80","193","98.03921568627452"
"311","50","50","9","19","100","50","75.20184544405998"
"313","50","50","9","19","100","17","90.5036524413687"
"304","50","50","9","19","80","199","71.89542483660131"
"309","50","50","9","19","80","194","97.34717416378317"
"313","50","50","9","19","100","18","89.58093041138024"
"311","50","50","9","19","100","51","74.50980392156863"
"312","50","50","9","19","100","25","78.12379853902345"
"305","50","50","9","19","80","186","92.88735101883891"
"309","50","50","9","19","80","195","96.96270665128796"
"311","50","50","9","19","100","52","74.50980392156863"
"305","50","50","9","19","80","187","92.81045751633987"
"304","50","50","9","19","80","200","71.58785082660515"
"305","50","50","9","19","80","188","93.81007304882738"
"311","50","50","9","19","100","53","74.43291041906959"
"313","50","50","9","19","100","19","88.81199538638985"
"311","50","50","9","19","100","54","73.43329488658209"
"312","50","50","9","19","100","26","77.73933102652826"
"309","50","50","9","19","80","196","95.42483660130719"
"305","50","50","9","19","80","189","94.34832756632065"
"311","50","50","9","19","100","55","73.20261437908496"
"305","50","50","9","19","80","190","94.80968858131487"
"312","50","50","9","19","100","27","77.4317570165321"
"309","50","50","9","19","80","197","94.34832756632065"
"313","50","50","9","19","100","20","88.1199538638985"
"311","50","50","9","19","100","56","73.12572087658593"
"305","50","50","9","19","80","191","95.34794309880814"
"309","50","50","9","19","80","198","93.34871203383314"
"312","50","50","9","19","100","28","75.81699346405229"
"305","50","50","9","19","80","192","95.80930411380238"
"313","50","50","9","19","100","21","87.65859284890426"
"309","50","50","9","19","80","199","91.96462898885044"
"311","50","50","9","19","100","57","73.04882737408688"
"305","50","50","9","19","80","193","96.73202614379085"
"312","50","50","9","19","100","29","75.35563244905805"
"313","50","50","9","19","100","22","87.81237985390234"
"311","50","50","9","19","100","58","73.27950788158401"
"309","50","50","9","19","80","200","90.88811995386389"
"314","50","50","9","19","100","0","7.6893502499038835"
"313","50","50","9","19","100","23","87.19723183391004"
"312","50","50","9","19","100","30","74.43291041906959"
"311","50","50","9","19","100","59","73.12572087658593"
"305","50","50","9","19","80","194","97.34717416378317"
"313","50","50","9","19","100","24","86.19761630142253"
"311","50","50","9","19","100","60","72.89504036908882"
"305","50","50","9","19","80","195","97.50096116878123"
"314","50","50","9","19","100","1","98.88504421376393"
"310","50","50","9","19","80","153","124.18300653594771"
"315","50","50","9","19","100","0","7.6893502499038835"
"311","50","50","9","19","100","61","73.35640138408304"
"305","50","50","9","19","80","196","97.50096116878123"
"313","50","50","9","19","100","25","85.65936178392926"
"312","50","50","9","19","100","31","74.43291041906959"
"314","50","50","9","19","100","2","98.03921568627452"
"305","50","50","9","19","80","197","97.80853517877739"
"312","50","50","9","19","100","32","73.6639753940792"
"315","50","50","9","19","100","1","98.50057670126874"
"313","50","50","9","19","100","26","85.27489427143406"
"311","50","50","9","19","100","62","73.58708189158016"
"310","50","50","9","19","80","154","123.79853902345252"
"312","50","50","9","19","100","33","73.35640138408304"
"314","50","50","9","19","100","3","97.88542868127644"
"311","50","50","9","19","100","63","73.81776239907728"
"310","50","50","9","19","80","155","122.95271049596309"
"313","50","50","9","19","100","27","84.50595924644368"
"315","50","50","9","19","100","2","98.8081507112649"
"312","50","50","9","19","100","34","73.04882737408688"
"305","50","50","9","19","80","198","98.34678969627066"
"314","50","50","9","19","100","4","97.65474817377931"
"305","50","50","9","19","80","199","98.88504421376393"
"311","50","50","9","19","100","64","73.27950788158401"
"312","50","50","9","19","100","35","73.51018838908112"
"310","50","50","9","19","80","156","121.95309496347559"
"313","50","50","9","19","100","28","83.12187620146098"
"315","50","50","9","19","100","3","98.50057670126874"
"305","50","50","9","19","80","200","99.26951172625913"
"312","50","50","9","19","100","36","73.74086889657823"
"311","50","50","9","19","100","65","73.89465590157631"
"310","50","50","9","19","80","157","120.95347943098808"
"314","50","50","9","19","100","5","97.4240676662822"
"313","50","50","9","19","100","29","82.04536716647443"
"310","50","50","9","19","80","158","119.49250288350635"
"315","50","50","9","19","100","4","98.42368319876971"
"311","50","50","9","19","100","66","73.74086889657823"
"312","50","50","9","19","100","37","73.27950788158401"
"316","50","50","9","19","100","0","7.6893502499038835"
"311","50","50","9","19","100","67","73.74086889657823"
"315","50","50","9","19","100","5","98.50057670126874"
"310","50","50","9","19","80","159","118.33910034602076"
"314","50","50","9","19","100","6","97.11649365628604"
"312","50","50","9","19","100","38","72.43367935409458"
"315","50","50","9","19","100","6","98.57747020376779"
"310","50","50","9","19","80","160","117.10880430603613"
"313","50","50","9","19","100","30","81.199538638985"
"316","50","50","9","19","100","1","98.34678969627066"
"311","50","50","9","19","100","68","74.43291041906959"
"312","50","50","9","19","100","39","72.51057285659361"
"315","50","50","9","19","100","7","98.65436370626682"
"314","50","50","9","19","100","7","97.4240676662822"
"310","50","50","9","19","80","161","115.80161476355248"
"315","50","50","9","19","100","8","97.96232218377547"
"312","50","50","9","19","100","40","72.58746635909266"
"316","50","50","9","19","100","2","97.039600153787"
"313","50","50","9","19","100","31","81.27643214148405"
"311","50","50","9","19","100","69","74.97116493656286"
"310","50","50","9","19","80","162","113.8792772010765"
"314","50","50","9","19","100","8","97.57785467128028"
"310","50","50","9","19","80","163","112.95655517108804"
"315","50","50","9","19","100","9","97.50096116878123"
"313","50","50","9","19","100","32","80.5843906189927"
"312","50","50","9","19","100","41","72.58746635909266"
"311","50","50","9","19","100","70","75.20184544405998"
"316","50","50","9","19","100","3","96.57823913879277"
"311","50","50","9","19","100","71","75.89388696655132"
"312","50","50","9","19","100","42","72.35678585159555"
"310","50","50","9","19","80","164","110.80353710111496"
"313","50","50","9","19","100","33","80.27681660899654"
"314","50","50","9","19","100","9","96.88581314878893"
"312","50","50","9","19","100","43","72.04921184159939"
"315","50","50","9","19","100","10","96.73202614379085"
"311","50","50","9","19","100","72","75.66320645905421"
"316","50","50","9","19","100","4","95.88619761630142"
"310","50","50","9","19","80","165","109.11188004613611"
"313","50","50","9","19","100","34","79.8154555940023"
"311","50","50","9","19","100","73","76.27835447904653"
"314","50","50","9","19","100","10","96.65513264129181"
"315","50","50","9","19","100","11","96.0399846212995"
"316","50","50","9","19","100","5","95.27104959630911"
"310","50","50","9","19","80","166","107.11264898116109"
"312","50","50","9","19","100","44","72.04921184159939"
"311","50","50","9","19","100","74","76.43214148404459"
"313","50","50","9","19","100","35","79.27720107650903"
"314","50","50","9","19","100","11","96.11687812379854"
"316","50","50","9","19","100","6","94.42522106881968"
"313","50","50","9","19","100","36","78.66205305651673"
"310","50","50","9","19","80","167","104.65205690119186"
"312","50","50","9","19","100","45","71.51095732410612"
"311","50","50","9","19","100","75","76.43214148404459"
"315","50","50","9","19","100","12","96.11687812379854"
"313","50","50","9","19","100","37","78.73894655901576"
"314","50","50","9","19","100","12","96.27066512879662"
"313","50","50","9","19","100","38","78.35447904652057"
"315","50","50","9","19","100","13","95.040369088812"
"312","50","50","9","19","100","46","71.35717031910804"
"316","50","50","9","19","100","7","94.57900807381776"
"311","50","50","9","19","100","76","76.66282199154172"
"310","50","50","9","19","80","168","102.11457131872356"
"314","50","50","9","19","100","13","96.50134563629373"
"312","50","50","9","19","100","47","70.81891580161476"
"313","50","50","9","19","100","39","78.8158400615148"
"315","50","50","9","19","100","14","94.80968858131487"
"311","50","50","9","19","100","77","76.73971549404075"
"310","50","50","9","19","80","169","100.26912725874664"
"316","50","50","9","19","100","8","94.57900807381776"
"313","50","50","9","19","100","40","78.35447904652057"
"315","50","50","9","19","100","15","94.2714340638216"
"314","50","50","9","19","100","14","96.27066512879662"
"312","50","50","9","19","100","48","71.04959630911188"
"311","50","50","9","19","100","78","76.73971549404075"
"315","50","50","9","19","100","16","93.2718185313341"
"316","50","50","9","19","100","9","94.34832756632065"
"310","50","50","9","19","80","170","98.88504421376393"
"312","50","50","9","19","100","49","70.97270280661284"
"311","50","50","9","19","100","79","77.35486351403307"
"313","50","50","9","19","100","41","79.43098808150711"
"314","50","50","9","19","100","15","95.88619761630142"
"311","50","50","9","19","100","80","77.8162245290273"
"316","50","50","9","19","100","10","93.88696655132641"
"315","50","50","9","19","100","17","92.73356401384083"
"310","50","50","9","19","80","171","96.42445213379469"
"313","50","50","9","19","100","42","79.43098808150711"
"312","50","50","9","19","100","50","70.43444828911957"
"314","50","50","9","19","100","16","95.6555171088043"
"312","50","50","9","19","100","51","69.81930026912725"
"313","50","50","9","19","100","43","79.43098808150711"
"316","50","50","9","19","100","11","93.57939254133026"
"310","50","50","9","19","80","172","94.73279507881584"
"315","50","50","9","19","100","18","92.50288350634371"
"311","50","50","9","19","100","81","78.27758554402153"
"314","50","50","9","19","100","17","95.88619761630142"
"313","50","50","9","19","100","44","80.12302960399846"
"312","50","50","9","19","100","52","69.66551326412917"
"310","50","50","9","19","80","173","92.04152249134948"
"315","50","50","9","19","100","19","92.42599000384467"
"316","50","50","9","19","100","12","93.2718185313341"
"311","50","50","9","19","100","82","78.35447904652057"
"311","50","50","9","19","100","83","78.43137254901961"
"316","50","50","9","19","100","13","93.04113802383698"
"310","50","50","9","19","80","174","89.35024990388312"
"313","50","50","9","19","100","45","79.8154555940023"
"315","50","50","9","19","100","20","92.04152249134948"
"312","50","50","9","19","100","53","69.43483275663206"
"314","50","50","9","19","100","18","94.73279507881584"
"310","50","50","9","19","80","175","85.96693579392542"
"315","50","50","9","19","100","21","91.19569396386005"
"313","50","50","9","19","100","46","80.19992310649751"
"316","50","50","9","19","100","14","92.65667051134179"
"311","50","50","9","19","100","84","77.73933102652826"
"312","50","50","9","19","100","54","69.1272587466359"
"313","50","50","9","19","100","47","80.04613610149943"
"310","50","50","9","19","80","176","83.12187620146098"
"314","50","50","9","19","100","19","94.42522106881968"
"313","50","50","9","19","100","48","80.43060361399462"
"311","50","50","9","19","100","85","77.97001153402537"
"316","50","50","9","19","100","15","92.42599000384467"
"315","50","50","9","19","100","22","91.11880046136102"
"312","50","50","9","19","100","55","68.74279123414071"
"314","50","50","9","19","100","20","94.2714340638216"
"312","50","50","9","19","100","56","68.1276432141484"
"316","50","50","9","19","100","16","92.88735101883891"
"311","50","50","9","19","100","86","77.66243752402922"
"313","50","50","9","19","100","49","80.96885813148789"
"310","50","50","9","19","80","177","80.50749711649365"
"315","50","50","9","19","100","23","90.88811995386389"
"311","50","50","9","19","100","87","78.04690503652441"
"312","50","50","9","19","100","57","67.58938869665513"
"314","50","50","9","19","100","21","93.57939254133026"
"312","50","50","9","19","100","58","67.8969627066513"
"315","50","50","9","19","100","24","90.58054594386775"
"310","50","50","9","19","80","178","77.20107650903499"
"311","50","50","9","19","100","88","78.43137254901961"
"316","50","50","9","19","100","17","92.34909650134564"
"313","50","50","9","19","100","50","81.12264513648597"
"315","50","50","9","19","100","25","90.73433294886583"
"312","50","50","9","19","100","59","67.74317570165321"
"316","50","50","9","19","100","18","91.73394848135332"
"310","50","50","9","19","80","179","73.81776239907728"
"313","50","50","9","19","100","51","81.5840061514802"
"314","50","50","9","19","100","22","93.19492502883506"
"312","50","50","9","19","100","60","67.66628219915417"
"311","50","50","9","19","100","89","78.96962706651288"
"316","50","50","9","19","100","19","92.04152249134948"
"310","50","50","9","19","80","180","71.51095732410612"
"315","50","50","9","19","100","26","90.04229142637448"
"313","50","50","9","19","100","52","82.19915417147251"
"315","50","50","9","19","100","27","89.96539792387543"
"310","50","50","9","19","80","181","69.20415224913495"
"314","50","50","9","19","100","23","92.73356401384083"
"315","50","50","9","19","100","28","89.81161091887735"
"310","50","50","9","19","80","182","66.58977316416762"
"316","50","50","9","19","100","20","90.88811995386389"
"312","50","50","9","19","100","61","67.51249519415609"
"313","50","50","9","19","100","53","82.04536716647443"
"311","50","50","9","19","100","90","80.73817762399078"
"315","50","50","9","19","100","29","89.65782391387928"
"314","50","50","9","19","100","24","91.8877354863514"
"310","50","50","9","19","80","183","63.437139561707035"
"311","50","50","9","19","100","91","80.73817762399078"
"315","50","50","9","19","100","30","89.58093041138024"
"316","50","50","9","19","100","21","90.34986543637062"
"312","50","50","9","19","100","62","67.43560169165706"
"311","50","50","9","19","100","92","81.04575163398692"
"315","50","50","9","19","100","31","89.27335640138408"
"316","50","50","9","19","100","22","89.96539792387543"
"310","50","50","9","19","80","184","61.05344098423683"
"314","50","50","9","19","100","25","91.8877354863514"
"311","50","50","9","19","100","93","81.27643214148405"
"316","50","50","9","19","100","23","90.04229142637448"
"315","50","50","9","19","100","32","88.81199538638985"
"310","50","50","9","19","80","185","58.74663590926567"
"312","50","50","9","19","100","63","67.35870818915802"
"314","50","50","9","19","100","26","91.42637447135716"
"310","50","50","9","19","80","186","55.82468281430219"
"312","50","50","9","19","100","64","67.82006920415225"
"316","50","50","9","19","100","24","89.5040369088812"
"315","50","50","9","19","100","33","88.19684736639753"
"311","50","50","9","19","100","94","81.199538638985"
"314","50","50","9","19","100","27","90.88811995386389"
"316","50","50","9","19","100","25","89.35024990388312"
"315","50","50","9","19","100","34","88.04306036139945"
"310","50","50","9","19","80","187","53.056516724336795"
"311","50","50","9","19","100","95","82.12226066897347"
"312","50","50","9","19","100","65","68.20453671664744"
"316","50","50","9","19","100","26","89.35024990388312"
"315","50","50","9","19","100","35","88.19684736639753"
"310","50","50","9","19","80","188","50.05767012687428"
"311","50","50","9","19","100","96","82.5836216839677"
"316","50","50","9","19","100","27","89.35024990388312"
"312","50","50","9","19","100","66","67.97385620915033"
"314","50","50","9","19","100","28","90.42675893886967"
"312","50","50","9","19","100","67","68.28143021914649"
"315","50","50","9","19","100","36","87.50480584390618"
"311","50","50","9","19","100","97","82.81430219146482"
"310","50","50","9","19","80","189","47.520184544406"
"316","50","50","9","19","100","28","89.81161091887735"
"311","50","50","9","19","100","98","82.89119569396387"
"314","50","50","9","19","100","29","89.96539792387543"
"311","50","50","9","19","100","99","83.5832372164552"
"316","50","50","9","19","100","29","89.35024990388312"
"310","50","50","9","19","80","190","45.444059976931946"
"315","50","50","9","19","100","37","86.65897731641677"
"312","50","50","9","19","100","68","68.66589773164168"
"314","50","50","9","19","100","30","89.65782391387928"
"312","50","50","9","19","100","69","69.05036524413687"
"311","50","50","9","19","100","100","84.19838523644752"
"316","50","50","9","19","100","30","89.65782391387928"
"310","50","50","9","19","80","191","43.06036139946175"
"315","50","50","9","19","100","38","86.7358708189158"
"312","50","50","9","19","100","70","69.05036524413687"
"310","50","50","9","19","80","192","41.21491733948481"
"316","50","50","9","19","100","31","90.19607843137256"
"314","50","50","9","19","100","31","89.5040369088812"
"316","50","50","9","19","100","32","91.2725874663591"
"310","50","50","9","19","80","193","39.52326028450596"
"312","50","50","9","19","100","71","69.43483275663206"
"315","50","50","9","19","100","39","86.96655132641291"
"311","50","50","9","19","100","101","85.50557477893118"
"312","50","50","9","19","100","72","69.81930026912725"
"315","50","50","9","19","100","40","86.65897731641677"
"310","50","50","9","19","80","194","37.908496732026144"
"316","50","50","9","19","100","33","91.04190695886197"
"314","50","50","9","19","100","32","89.65782391387928"
"311","50","50","9","19","100","102","87.35101883890812"
"312","50","50","9","19","100","73","70.74202229911573"
"315","50","50","9","19","100","41","85.89004229142637"
"316","50","50","9","19","100","34","91.11880046136102"
"310","50","50","9","19","80","195","36.06305267204921"
"312","50","50","9","19","100","74","70.66512879661668"
"315","50","50","9","19","100","42","85.42868127643214"
"314","50","50","9","19","100","33","89.65782391387928"
"310","50","50","9","19","80","196","35.8323721645521"
"315","50","50","9","19","100","43","85.42868127643214"
"311","50","50","9","19","100","103","88.58131487889273"
"316","50","50","9","19","100","35","90.88811995386389"
"312","50","50","9","19","100","75","71.12648981161092"
"310","50","50","9","19","80","197","35.294117647058826"
"311","50","50","9","19","100","104","89.96539792387543"
"316","50","50","9","19","100","36","90.81122645136486"
"315","50","50","9","19","100","44","85.50557477893118"
"312","50","50","9","19","100","76","71.51095732410612"
"314","50","50","9","19","100","34","89.11956939638601"
"316","50","50","9","19","100","37","90.73433294886583"
"312","50","50","9","19","100","77","71.74163783160323"
"315","50","50","9","19","100","45","85.12110726643598"
"310","50","50","9","19","80","198","35.217224144559786"
"311","50","50","9","19","100","105","90.96501345636294"
"316","50","50","9","19","100","38","91.2725874663591"
"314","50","50","9","19","100","35","88.27374086889658"
"316","50","50","9","19","100","39","91.42637447135716"
"310","50","50","9","19","80","199","34.371395617070355"
"311","50","50","9","19","100","106","92.2722029988466"
"315","50","50","9","19","100","46","85.12110726643598"
"312","50","50","9","19","100","78","72.43367935409458"
"316","50","50","9","19","100","40","91.42637447135716"
"314","50","50","9","19","100","36","87.58169934640523"
"315","50","50","9","19","100","47","84.89042675893887"
"316","50","50","9","19","100","41","91.58016147635524"
"311","50","50","9","19","100","107","94.04075355632449"
"310","50","50","9","19","80","200","34.294502114571316"
"312","50","50","9","19","100","79","73.12572087658593"
"316","50","50","9","19","100","42","90.96501345636294"
"315","50","50","9","19","100","48","84.81353325643983"
"314","50","50","9","19","100","37","86.88965782391388"
"312","50","50","9","19","100","80","73.81776239907728"
"311","50","50","9","19","100","108","94.50211457131873"
"315","50","50","9","19","100","49","85.12110726643598"
"317","50","50","9","19","100","0","7.6893502499038835"
"316","50","50","9","19","100","43","90.34986543637062"
"314","50","50","9","19","100","38","86.19761630142253"
"312","50","50","9","19","100","81","74.20222991157247"
"315","50","50","9","19","100","50","85.58246828143022"
"311","50","50","9","19","100","109","95.57862360630527"
"317","50","50","9","19","100","1","99.26951172625913"
"316","50","50","9","19","100","44","90.19607843137256"
"312","50","50","9","19","100","82","74.43291041906959"
"317","50","50","9","19","100","2","98.8081507112649"
"311","50","50","9","19","100","110","96.73202614379085"
"316","50","50","9","19","100","45","89.96539792387543"
"315","50","50","9","19","100","51","85.27489427143406"
"314","50","50","9","19","100","39","85.3517877739331"
"311","50","50","9","19","100","111","97.34717416378317"
"316","50","50","9","19","100","46","90.04229142637448"
"315","50","50","9","19","100","52","84.9673202614379"
"312","50","50","9","19","100","83","75.12495194156094"
"317","50","50","9","19","100","3","98.57747020376779"
"314","50","50","9","19","100","40","84.50595924644368"
"315","50","50","9","19","100","53","85.50557477893118"
"316","50","50","9","19","100","47","91.11880046136102"
"317","50","50","9","19","100","4","98.19300269127258"
"312","50","50","9","19","100","84","75.74009996155326"
"311","50","50","9","19","100","112","98.11610918877355"
"317","50","50","9","19","100","5","97.96232218377547"
"312","50","50","9","19","100","85","76.66282199154172"
"314","50","50","9","19","100","41","83.50634371395617"
"312","50","50","9","19","100","86","77.20107650903499"
"315","50","50","9","19","100","54","85.42868127643214"
"311","50","50","9","19","100","113","98.88504421376393"
"316","50","50","9","19","100","48","91.2725874663591"
"317","50","50","9","19","100","6","98.19300269127258"
"314","50","50","9","19","100","42","82.81430219146482"
"317","50","50","9","19","100","7","97.88542868127644"
"315","50","50","9","19","100","55","85.27489427143406"
"316","50","50","9","19","100","49","90.73433294886583"
"311","50","50","9","19","100","114","99.57708573625528"
"312","50","50","9","19","100","87","78.12379853902345"
"316","50","50","9","19","100","50","90.65743944636678"
"317","50","50","9","19","100","8","97.4240676662822"
"315","50","50","9","19","100","56","85.58246828143022"
"314","50","50","9","19","100","43","82.42983467896963"
"312","50","50","9","19","100","88","78.58515955401768"
"316","50","50","9","19","100","51","91.19569396386005"
"315","50","50","9","19","100","57","86.04382929642445"
"317","50","50","9","19","100","9","96.88581314878893"
"311","50","50","9","19","100","115","100.03844675124952"
"312","50","50","9","19","100","89","78.96962706651288"
"316","50","50","9","19","100","52","91.34948096885813"
"315","50","50","9","19","100","58","86.04382929642445"
"314","50","50","9","19","100","44","82.89119569396387"
"316","50","50","9","19","100","53","91.04190695886197"
"311","50","50","9","19","100","116","100.88427527873894"
"312","50","50","9","19","100","90","79.96924259900038"
"317","50","50","9","19","100","10","96.34755863129566"
"315","50","50","9","19","100","59","86.04382929642445"
"316","50","50","9","19","100","54","91.34948096885813"
"312","50","50","9","19","100","91","80.43060361399462"
"311","50","50","9","19","100","117","101.73010380622837"
"315","50","50","9","19","100","60","86.35140330642061"
"314","50","50","9","19","100","45","82.66051518646674"
"315","50","50","9","19","100","61","86.27450980392157"
"312","50","50","9","19","100","92","81.43021914648212"
"311","50","50","9","19","100","118","102.5759323337178"
"316","50","50","9","19","100","55","91.58016147635524"
"317","50","50","9","19","100","11","95.80930411380238"
"315","50","50","9","19","100","62","85.7362552864283"
"311","50","50","9","19","100","119","103.03729334871204"
"316","50","50","9","19","100","56","91.19569396386005"
"314","50","50","9","19","100","46","81.96847366397539"
"317","50","50","9","19","100","12","96.11687812379854"
"316","50","50","9","19","100","57","91.11880046136102"
"311","50","50","9","19","100","120","103.1910803537101"
"315","50","50","9","19","100","63","85.89004229142637"
"312","50","50","9","19","100","93","81.96847366397539"
"316","50","50","9","19","100","58","91.65705497885429"
"311","50","50","9","19","100","121","103.65244136870434"
"317","50","50","9","19","100","13","95.73241061130335"
"316","50","50","9","19","100","59","91.81084198385237"
"312","50","50","9","19","100","94","82.42983467896963"
"314","50","50","9","19","100","47","82.04536716647443"
"316","50","50","9","19","100","60","92.19530949634756"
"311","50","50","9","19","100","122","104.03690888119954"
"312","50","50","9","19","100","95","83.42945021145714"
"315","50","50","9","19","100","64","85.3517877739331"
"317","50","50","9","19","100","14","94.96347558631295"
"312","50","50","9","19","100","96","83.96770472895041"
"311","50","50","9","19","100","123","104.3444828911957"
"316","50","50","9","19","100","61","92.50288350634371"
"314","50","50","9","19","100","48","81.50711264898116"
"312","50","50","9","19","100","97","84.27527873894655"
"316","50","50","9","19","100","62","92.50288350634371"
"311","50","50","9","19","100","124","104.19069588619762"
"317","50","50","9","19","100","15","94.73279507881584"
"315","50","50","9","19","100","65","85.96693579392542"
"316","50","50","9","19","100","63","92.42599000384467"
"312","50","50","9","19","100","98","85.65936178392926"
"311","50","50","9","19","100","125","104.11380238369858"
"312","50","50","9","19","100","99","86.50519031141869"
"314","50","50","9","19","100","49","81.50711264898116"
"311","50","50","9","19","100","126","104.80584390618992"
"312","50","50","9","19","100","100","86.88965782391388"
"316","50","50","9","19","100","64","92.57977700884275"
"317","50","50","9","19","100","16","94.34832756632065"
"315","50","50","9","19","100","66","85.81314878892734"
"314","50","50","9","19","100","50","81.5840061514802"
"312","50","50","9","19","100","101","88.96578239138793"
"316","50","50","9","19","100","65","92.34909650134564"
"311","50","50","9","19","100","127","104.65205690119186"
"317","50","50","9","19","100","17","93.88696655132641"
"315","50","50","9","19","100","67","85.3517877739331"
"314","50","50","9","19","100","51","81.89158016147636"
"312","50","50","9","19","100","102","90.42675893886967"
"311","50","50","9","19","100","128","103.88312187620146"
"315","50","50","9","19","100","68","84.89042675893887"
"317","50","50","9","19","100","18","93.81007304882738"
"316","50","50","9","19","100","66","92.57977700884275"
"314","50","50","9","19","100","52","81.50711264898116"
"313","50","50","9","19","100","54","82.12226066897347"
"315","50","50","9","19","100","69","84.81353325643983"
"317","50","50","9","19","100","19","93.81007304882738"
"312","50","50","9","19","100","103","91.8877354863514"
"316","50","50","9","19","100","67","92.73356401384083"
"311","50","50","9","19","100","129","103.11418685121107"
"313","50","50","9","19","100","55","81.81468665897732"
"316","50","50","9","19","100","68","92.11841599384852"
"317","50","50","9","19","100","20","93.81007304882738"
"315","50","50","9","19","100","70","84.04459823144944"
"314","50","50","9","19","100","53","81.35332564398308"
"311","50","50","9","19","100","130","103.1910803537101"
"317","50","50","9","19","100","21","94.04075355632449"
"316","50","50","9","19","100","69","92.34909650134564"
"315","50","50","9","19","100","71","83.50634371395617"
"312","50","50","9","19","100","104","93.50249903883122"
"313","50","50","9","19","100","56","81.89158016147636"
"311","50","50","9","19","100","131","103.42176086120723"
"316","50","50","9","19","100","70","91.96462898885044"
"314","50","50","9","19","100","54","81.04575163398692"
"316","50","50","9","19","100","71","92.11841599384852"
"312","50","50","9","19","100","105","95.27104959630911"
"311","50","50","9","19","100","132","103.34486735870819"
"317","50","50","9","19","100","22","94.11764705882354"
"313","50","50","9","19","100","57","82.27604767397155"
"315","50","50","9","19","100","72","82.81430219146482"
"311","50","50","9","19","100","133","102.80661284121491"
"314","50","50","9","19","100","55","80.27681660899654"
"311","50","50","9","19","100","134","102.80661284121491"
"316","50","50","9","19","100","72","92.42599000384467"
"315","50","50","9","19","100","73","82.5836216839677"
"313","50","50","9","19","100","58","81.89158016147636"
"317","50","50","9","19","100","23","94.34832756632065"
"312","50","50","9","19","100","106","97.11649365628604"
"314","50","50","9","19","100","56","79.96924259900038"
"311","50","50","9","19","100","135","102.03767781622453"
"312","50","50","9","19","100","107","98.50057670126874"
"313","50","50","9","19","100","59","81.50711264898116"
"317","50","50","9","19","100","24","94.11764705882354"
"315","50","50","9","19","100","74","82.3529411764706"
"316","50","50","9","19","100","73","92.19530949634756"
"312","50","50","9","19","100","108","100.34602076124567"
"317","50","50","9","19","100","25","93.96386005382546"
"311","50","50","9","19","100","136","101.42252979623221"
"314","50","50","9","19","100","57","79.35409457900808"
"312","50","50","9","19","100","109","102.03767781622453"
"316","50","50","9","19","100","74","92.81045751633987"
"313","50","50","9","19","100","60","80.96885813148789"
"317","50","50","9","19","100","26","93.88696655132641"
"311","50","50","9","19","100","137","100.73048827374087"
"315","50","50","9","19","100","75","81.89158016147636"
"312","50","50","9","19","100","110","104.03690888119954"
"314","50","50","9","19","100","58","79.12341407151095"
"315","50","50","9","19","100","76","81.81468665897732"
"312","50","50","9","19","100","111","105.95924644367551"
"311","50","50","9","19","100","138","100.65359477124183"
"313","50","50","9","19","100","61","79.96924259900038"
"317","50","50","9","19","100","27","93.04113802383698"
"316","50","50","9","19","100","75","92.81045751633987"
"312","50","50","9","19","100","112","108.18915801614763"
"315","50","50","9","19","100","77","81.43021914648212"
"314","50","50","9","19","100","59","78.8158400615148"
"312","50","50","9","19","100","113","110.1114955786236"
"311","50","50","9","19","100","139","100.80738177623991"
"316","50","50","9","19","100","76","93.04113802383698"
"317","50","50","9","19","100","28","93.2718185313341"
"313","50","50","9","19","100","62","79.50788158400616"
"315","50","50","9","19","100","78","80.81507112648981"
"314","50","50","9","19","100","60","78.73894655901576"
"313","50","50","9","19","100","63","78.96962706651288"
"317","50","50","9","19","100","29","93.73317954632833"
"311","50","50","9","19","100","140","99.88465974625144"
"315","50","50","9","19","100","79","80.04613610149943"
"316","50","50","9","19","100","77","92.81045751633987"
"312","50","50","9","19","100","114","111.80315263360247"
"315","50","50","9","19","100","80","79.8154555940023"
"317","50","50","9","19","100","30","93.73317954632833"
"313","50","50","9","19","100","64","78.73894655901576"
"314","50","50","9","19","100","61","78.50826605151865"
"313","50","50","9","19","100","65","78.73894655901576"
"312","50","50","9","19","100","115","113.95617070357555"
"316","50","50","9","19","100","78","92.57977700884275"
"311","50","50","9","19","100","141","99.34640522875817"
"315","50","50","9","19","100","81","79.66166858900424"
"317","50","50","9","19","100","31","93.11803152633603"
"316","50","50","9","19","100","79","92.2722029988466"
"314","50","50","9","19","100","62","78.12379853902345"
"317","50","50","9","19","100","32","92.57977700884275"
"316","50","50","9","19","100","80","92.73356401384083"
"315","50","50","9","19","100","82","78.89273356401384"
"313","50","50","9","19","100","66","79.20030757401"
"311","50","50","9","19","100","142","98.65436370626682"
"312","50","50","9","19","100","116","115.26336024605921"
"317","50","50","9","19","100","33","92.42599000384467"
